,filename,filepath,label
0,cloudy1.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy1.jpg,0
1,cloudy10.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy10.jpg,0
2,cloudy100.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy100.jpg,0
3,cloudy101.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy101.jpg,0
4,cloudy102.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy102.jpg,0
5,cloudy103.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy103.jpg,0
6,cloudy104.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy104.jpg,0
7,cloudy105.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy105.jpg,0
8,cloudy106.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy106.jpg,0
9,cloudy107.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy107.jpg,0
10,cloudy108.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy108.jpg,0
11,cloudy109.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy109.jpg,0
12,cloudy11.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy11.jpg,0
13,cloudy110.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy110.jpg,0
14,cloudy111.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy111.jpg,0
15,cloudy112.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy112.jpg,0
16,cloudy113.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy113.jpg,0
17,cloudy114.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy114.jpg,0
18,cloudy115.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy115.jpg,0
19,cloudy116.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy116.jpg,0
20,cloudy117.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy117.jpg,0
21,cloudy118.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy118.jpg,0
22,cloudy119.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy119.jpg,0
23,cloudy12.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy12.jpg,0
24,cloudy120.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy120.jpg,0
25,cloudy121.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy121.jpg,0
26,cloudy122.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy122.jpg,0
27,cloudy123.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy123.jpg,0
28,cloudy124.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy124.jpg,0
29,cloudy125.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy125.jpg,0
30,cloudy126.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy126.jpg,0
31,cloudy127.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy127.jpg,0
32,cloudy128.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy128.jpg,0
33,cloudy129.jpg,D:\PythonCode\Pytorch-ImageClassification-master\data\scatter\JPEGImage\cloudy129.jpg,0
